path,class_id,train-valid
marvel/0001/001.jpg,1,train
marvel/0001/002.jpg,1,train
marvel/0001/003.jpg,1,train
marvel/0001/004.jpg,1,train
marvel/0001/005.jpg,1,train
marvel/0001/006.jpg,1,train
marvel/0001/007.jpg,1,valid
marvel/0001/008.jpg,1,valid
marvel/0001/009.jpg,1,valid
marvel/0001/010.jpg,1,valid
marvel/0002/001.jpg,2,valid
marvel/0002/002.jpg,2,train
marvel/0002/003.jpg,2,train
marvel/0002/004.jpg,2,valid
marvel/0002/005.jpg,2,valid
marvel/0002/006.jpg,2,valid
marvel/0002/007.jpg,2,train
marvel/0002/008.jpg,2,valid
marvel/0002/009.jpg,2,valid
marvel/0002/010.jpg,2,train
marvel/0003/001.jpg,3,valid
marvel/0003/002.jpg,3,train
marvel/0003/003.jpg,3,valid
marvel/0003/004.jpg,3,train
marvel/0003/005.jpg,3,train
marvel/0003/006.jpg,3,train
marvel/0003/007.jpg,3,valid
marvel/0003/008.jpg,3,train
marvel/0003/009.jpg,3,valid
marvel/0003/010.jpg,3,train
marvel/0004/001.jpg,4,train
marvel/0004/002.jpg,4,valid
marvel/0004/003.jpg,4,train
marvel/0004/004.jpg,4,train
marvel/0004/005.jpg,4,train
marvel/0004/006.jpg,4,valid
marvel/0004/007.jpg,4,valid
marvel/0004/008.jpg,4,train
marvel/0004/009.jpg,4,train
marvel/0004/010.jpg,4,train
star-wars/0001/001.jpg,5,train
star-wars/0001/002.jpg,5,valid
star-wars/0001/003.jpg,5,train
star-wars/0001/004.jpg,5,train
star-wars/0001/005.jpg,5,valid
star-wars/0001/006.jpg,5,train
star-wars/0001/007.jpg,5,valid
star-wars/0001/008.jpg,5,train
star-wars/0001/009.jpg,5,train
star-wars/0001/010.jpg,5,valid
star-wars/0001/011.jpg,5,train
star-wars/0001/012.jpg,5,train
star-wars/0002/001.jpg,6,valid
star-wars/0002/002.jpg,6,train
star-wars/0002/003.jpg,6,train
star-wars/0002/004.jpg,6,valid
star-wars/0002/005.jpg,6,train
star-wars/0002/006.jpg,6,valid
star-wars/0002/007.jpg,6,train
star-wars/0002/008.jpg,6,train
star-wars/0002/009.jpg,6,valid
star-wars/0002/010.jpg,6,train
star-wars/0002/011.jpg,6,train
star-wars/0002/012.jpg,6,train
star-wars/0003/001.jpg,7,train
star-wars/0003/002.jpg,7,train
star-wars/0003/003.jpg,7,valid
star-wars/0003/004.jpg,7,train
star-wars/0003/005.jpg,7,valid
star-wars/0003/006.jpg,7,valid
star-wars/0003/007.jpg,7,train
star-wars/0003/008.jpg,7,valid
star-wars/0003/009.jpg,7,train
star-wars/0003/010.jpg,7,valid
star-wars/0003/011.jpg,7,train
star-wars/0003/012.jpg,7,train
star-wars/0004/001.jpg,8,valid
star-wars/0004/002.jpg,8,train
star-wars/0004/003.jpg,8,valid
star-wars/0004/004.jpg,8,valid
star-wars/0004/005.jpg,8,train
star-wars/0004/006.jpg,8,valid
star-wars/0004/007.jpg,8,valid
star-wars/0004/008.jpg,8,train
star-wars/0004/009.jpg,8,train
star-wars/0004/010.jpg,8,train
star-wars/0004/011.jpg,8,train
star-wars/0005/001.jpg,9,train
star-wars/0005/002.jpg,9,train
star-wars/0005/003.jpg,9,valid
star-wars/0005/004.jpg,9,train
star-wars/0005/005.jpg,9,valid
star-wars/0005/006.jpg,9,train
star-wars/0005/007.jpg,9,valid
star-wars/0005/008.jpg,9,valid
star-wars/0005/009.jpg,9,valid
star-wars/0005/010.jpg,9,valid
star-wars/0005/011.jpg,9,train
star-wars/0005/012.jpg,9,valid
star-wars/0006/001.jpg,10,train
star-wars/0006/002.jpg,10,valid
star-wars/0006/003.jpg,10,train
star-wars/0006/004.jpg,10,valid
star-wars/0006/005.jpg,10,train
star-wars/0006/006.jpg,10,valid
star-wars/0006/007.jpg,10,valid
star-wars/0006/008.jpg,10,valid
star-wars/0007/001.jpg,11,train
star-wars/0007/002.jpg,11,train
star-wars/0007/003.jpg,11,valid
star-wars/0007/004.jpg,11,train
star-wars/0007/005.jpg,11,train
star-wars/0007/006.jpg,11,valid
star-wars/0007/007.jpg,11,train
star-wars/0008/001.jpg,12,train
star-wars/0008/002.jpg,12,valid
star-wars/0008/003.jpg,12,train
star-wars/0008/004.jpg,12,valid
star-wars/0008/005.jpg,12,train
star-wars/0008/006.jpg,12,valid
star-wars/0008/007.jpg,12,valid
star-wars/0009/001.jpg,13,train
star-wars/0009/002.jpg,13,valid
star-wars/0009/003.jpg,13,train
star-wars/0009/004.jpg,13,valid
star-wars/0009/005.jpg,13,train
star-wars/0009/006.jpg,13,valid
star-wars/0009/007.jpg,13,train
star-wars/0010/001.jpg,14,valid
star-wars/0010/002.jpg,14,valid
star-wars/0010/003.jpg,14,train
star-wars/0010/004.jpg,14,valid
star-wars/0010/005.jpg,14,train
star-wars/0010/006.jpg,14,valid
star-wars/0010/007.jpg,14,train
marvel/0005/001.jpg,15,train
marvel/0005/002.jpg,15,train
marvel/0005/003.jpg,15,train
marvel/0005/004.jpg,15,valid
marvel/0005/005.jpg,15,valid
marvel/0005/006.jpg,15,valid
marvel/0005/007.jpg,15,train
marvel/0005/008.jpg,15,train
marvel/0006/001.jpg,16,valid
marvel/0006/002.jpg,16,valid
marvel/0006/003.jpg,16,valid
marvel/0006/004.jpg,16,train
marvel/0006/005.jpg,16,valid
marvel/0006/006.jpg,16,train
marvel/0006/007.jpg,16,train
marvel/0006/008.jpg,16,valid
marvel/0007/001.jpg,17,train
marvel/0007/002.jpg,17,valid
marvel/0007/003.jpg,17,train
marvel/0007/004.jpg,17,train
marvel/0007/005.jpg,17,train
marvel/0007/006.jpg,17,train
marvel/0007/007.jpg,17,valid
marvel/0007/008.jpg,17,valid
harry-potter/0001/001.jpg,18,train
harry-potter/0001/002.jpg,18,train
harry-potter/0001/003.jpg,18,valid
harry-potter/0001/004.jpg,18,train
harry-potter/0001/005.jpg,18,valid
harry-potter/0001/006.jpg,18,train
harry-potter/0001/007.jpg,18,train
harry-potter/0001/008.jpg,18,valid
harry-potter/0001/009.jpg,18,train
harry-potter/0001/010.jpg,18,valid
harry-potter/0001/011.jpg,18,train
harry-potter/0002/001.jpg,19,valid
harry-potter/0002/002.jpg,19,train
